# V_set	V_set_0	I	V_0	V_1	t
# "V_appl"	"V_appl"	"I_meas"	"V_appl"	"V_appl"	"Elapsed time"
# 201	201
0.16	-0.59	0.00016	0.16	0	127.628183055
0.16	-0.58	0.00016	0.16	0	127.630056379
0.16	-0.57	0.00016	0.16	0	127.631919124
0.16	-0.56	0.00016	0.16	0	127.633785847
0.16	-0.55	0.00016	0.16	0	127.635652253
0.16	-0.54	0.00016	0.16	0	127.637529683
0.16	-0.53	0.00016	0.16	0	127.639605416
0.16	-0.52	0.00016	0.16	0	127.641474828
0.16	-0.51	0.00016	0.16	0	127.643350272
0.16	-0.5	0.00016	0.16	0	127.64522305
0.16	-0.49	0.00016	0.16	0	127.647093354
0.16	-0.48	0.00016	0.16	0	127.648961001
0.16	-0.47	0.00016	0.16	0	127.650837389
0.16	-0.46	0.00016	0.16	0	127.6527113
0.16	-0.45	0.00016	0.16	0	127.654594189
0.16	-0.44	0.00016	0.16	0	127.656484698
0.16	-0.43	0.00016	0.16	0	127.658367234
0.16	-0.42	0.00016	0.16	0	127.660233802
0.16	-0.41	0.00016	0.16	0	127.662104156
0.16	-0.4	0.00016	0.16	0	127.663968601
0.16	-0.39	0.00016	0.16	0	127.666034854
0.16	-0.38	0.00016	0.16	0	127.667755369
0.16	-0.37	0.00016	0.16	0	127.669660902
0.16	-0.36	0.00016	0.16	0	127.671528785
0.16	-0.35	0.00016	0.16	0	127.673445172
0.16	-0.34	0.00016	0.16	0	127.675454219
0.16	-0.33	0.00016	0.16	0	127.676847833
0.16	-0.32	0.00016	0.16	0	127.678185501
0.16	-0.31	0.00016	0.16	0	127.679798222
0.16	-0.3	0.00016	0.16	0	127.681394721
0.16	-0.29	0.00016	0.16	0	127.683026342
0.16	-0.28	0.00016	0.16	0	127.684751116
0.16	-0.27	0.00016	0.16	0	127.686492269
0.16	-0.26	0.00016	0.16	0	127.688002652
0.16	-0.25	0.00016	0.16	0	127.689700005
0.16	-0.24	0.00016	0.16	0	127.691409584
0.16	-0.23	0.00016	0.16	0	127.693096514
0.16	-0.22	0.00016	0.16	0	127.694787125
0.16	-0.21	0.00016	0.16	0	127.696237998
0.16	-0.2	0.00016	0.16	0	127.697768346
0.16	-0.19	0.00016	0.16	0	127.699463345
0.16	-0.18	0.00016	0.16	0	127.701181789
0.16	-0.17	0.00016	0.16	0	127.702917769
0.16	-0.16	0.00016	0.16	0	127.704650459
0.16	-0.15	0.00016	0.16	0	127.706342205
0.16	-0.14	0.00016	0.16	0	127.708032728
